0.0001,2.73343005678382e-07,1.34060270950762e-08,1.34959776137143e-08,2.54046709417978e-07,2.55535834960182e-07,4.57520854459804e-07,4.57281083453494e-07,3.65494913369679e-07,3.65280508374495e-07,3.67380358368874e-07,3.65216506491838e-07,4.56313375126867e-07,4.57111987373532e-07,2.55728462092282e-07,2.53592269989705e-07,1.34076753579627e-08,1.33306014736941e-08
0.0002,3.84820155625352e-07,2.33102110015543e-08,2.34288230610324e-08,3.51979166032545e-07,3.53791707349843e-07,6.34355550288594e-07,6.34169322045781e-07,5.25487916672012e-07,5.25334673364821e-07,5.27968018747121e-07,5.25615809162278e-07,6.33070139175058e-07,6.33965843690182e-07,3.53993716201053e-07,3.51479440610932e-07,2.33140011514929e-08,2.31889162957668e-08
0.0003,4.96297305572321e-07,3.32143949080325e-08,3.33616685083506e-08,4.49911622647113e-07,4.52047579739504e-07,8.11190246117383e-07,8.11057560638068e-07,6.85480919974344e-07,6.85388838355148e-07,6.88555679125369e-07,6.86015111832721e-07,8.09826903223248e-07,8.10819700006832e-07,4.52258970309825e-07,4.49366611232157e-07,3.32203269450232e-08,3.30472311178395e-08
0.0004,6.07774455519291e-07,4.31185788145106e-08,4.32945139556687e-08,5.47844079261681e-07,5.50303452129166e-07,9.88024941946171e-07,9.87945799230354e-07,8.45473923276676e-07,8.45443003345474e-07,8.49143339503615e-07,8.46414414503162e-07,9.86583667271437e-07,9.87673556323483e-07,5.50524224418596e-07,5.47253781853385e-07,4.31266527385534e-08,4.29055459399121e-08
0.0005,7.19251605466261e-07,5.30227627209888e-08,5.32273594029868e-08,6.45776535876247e-07,6.48559324518827e-07,1.16485963777496e-06,1.16483403782264e-06,1.00546692657901e-06,1.0054971683358e-06,1.00973099988186e-06,1.0068137171736e-06,1.16334043131963e-06,1.16452741264013e-06,6.48789478527368e-07,6.45140952474611e-07,5.30329785320837e-08,5.27638607619849e-08
0.0006,8.30728755413231e-07,6.2926946627467e-08,6.3160204850305e-08,7.43708992490814e-07,7.46815196908488e-07,1.34169433360375e-06,1.34172227641493e-06,1.16545992988134e-06,1.16555133332613e-06,1.17031866026011e-06,1.16721301984405e-06,1.34009719536782e-06,1.34138126895678e-06,7.47054732636139e-07,7.43028123095837e-07,6.29393043256139e-08,6.26221755840574e-08
0.0007,9.422059053602e-07,7.28311305339452e-08,7.30930502976232e-08,8.41641449105382e-07,8.4507106929815e-07,1.51852902943254e-06,1.51861051500721e-06,1.32545293318367e-06,1.32560549831645e-06,1.33090632063836e-06,1.32761232251449e-06,1.51685395941601e-06,1.51823512527344e-06,8.4531998674491e-07,8.40915293717065e-07,7.28456301191441e-08,7.24804904061301e-08
0.0008,1.05368305530717e-06,8.27353144404232e-08,8.30258957449414e-08,9.3957390571995e-07,9.43326941687811e-07,1.69536372526133e-06,1.6954987535995e-06,1.48544593648601e-06,1.48565966330678e-06,1.49149398101661e-06,1.48801162518493e-06,1.6936107234642e-06,1.69508898159008e-06,9.43585240853681e-07,9.38802464338291e-07,8.27519559126744e-08,8.23388052282029e-08
0.0009,1.16516020525414e-06,9.26394983469015e-08,9.29587411922596e-08,1.03750636233452e-06,1.04158281407747e-06,1.87219842109012e-06,1.87238699219179e-06,1.64543893978834e-06,1.64571382829711e-06,1.65208164139485e-06,1.64841092785537e-06,1.87036748751239e-06,1.87194283790674e-06,1.04185049496245e-06,1.03668963495952e-06,9.26582817062047e-08,9.21971200502756e-08
0.001,1.27663735520111e-06,1.0254368225338e-07,1.02891586639578e-07,1.13543881894908e-06,1.13983868646713e-06,2.04903311691891e-06,2.04927523078408e-06,1.80543194309067e-06,1.80576799328743e-06,1.8126693017731e-06,1.80881023052581e-06,2.04712425156058e-06,2.04879669422339e-06,1.14011574907123e-06,1.13457680558074e-06,1.02564607499735e-07,1.02055434872348e-07
0.0011,1.22275004022084e-06,1.01523780177633e-07,1.01842565843605e-07,1.08561375679788e-06,1.08983392411477e-06,1.95807386387187e-06,1.95837487560991e-06,1.73225235106067e-06,1.73271531876254e-06,1.73916830944883e-06,1.73554117553545e-06,1.95631458338002e-06,1.95793491252807e-06,1.09004071166803e-06,1.0847972926907e-06,1.01547321777924e-07,1.01044153722243e-07
0.0012,1.16886272524058e-06,1.00503878101886e-07,1.00793545047632e-07,1.03578869464667e-06,1.0398291617624e-06,1.86711461082483e-06,1.86747452043574e-06,1.65907275903067e-06,1.65966264423764e-06,1.66566731712456e-06,1.66227212054508e-06,1.86550491519946e-06,1.86707313083277e-06,1.03996567426484e-06,1.03501777980066e-06,1.00530036056113e-07,1.00032872572138e-07
0.0013,1.11497541026031e-06,9.94839760261389e-08,9.9744524251659e-08,9.85963632495464e-07,9.89824399410037e-07,1.7761553577778e-06,1.77657416526158e-06,1.58589316700067e-06,1.58660996971275e-06,1.59216632480029e-06,1.58900306555471e-06,1.7746952470189e-06,1.77621134913746e-06,9.89890636861653e-07,9.85238266910625e-07,9.95127503343022e-08,9.90215914220333e-08
0.0014,1.06108809528005e-06,9.84640739503921e-08,9.8695503455686e-08,9.36138570344257e-07,9.39819637057671e-07,1.68519610473076e-06,1.68567381008741e-06,1.51271357497066e-06,1.51355729518785e-06,1.51866533247601e-06,1.51573401056435e-06,1.68388557883834e-06,1.68534956744215e-06,9.39815599458461e-07,9.35458754020585e-07,9.84954646124913e-08,9.80103102719285e-08
0.0015,1.00720078029978e-06,9.74441718746453e-08,9.76464826597132e-08,8.86313508193048e-07,8.89814874705305e-07,1.59423685168372e-06,1.59477345491325e-06,1.43953398294066e-06,1.44050462066296e-06,1.44516434015175e-06,1.44246495557398e-06,1.59307591065778e-06,1.59448778574684e-06,8.8974056205527e-07,8.85679241130545e-07,9.74781788906803e-08,9.69990291218235e-08
0.0016,9.53313465319518e-07,9.64242697988984e-08,9.65974618637403e-08,8.36488446041844e-07,8.39810112352939e-07,1.50327759863669e-06,1.50387309973908e-06,1.36635439091066e-06,1.36745194613806e-06,1.37166334782747e-06,1.36919590058361e-06,1.50226624247722e-06,1.50362600405153e-06,8.3966552465208e-07,8.35899728240506e-07,9.64608931688694e-08,9.59877479717185e-08
